GEOID,NAMELSAD,SidewalkStepLFt,StreetLFt,Ratio
420034301001,Block Group 1,11585.11727,16011.82074,0.723535284
420034301002,Block Group 2,20737.87163,26710.74603,0.776386837
420034302001,Block Group 1,11156.18105,11521.83454,0.9682643
420034302002,Block Group 2,23729.27575,31251.9189,0.7592902
420034302003,Block Group 3,21655.53409,18886.54961,1.146611453
420034302004,Block Group 4,15347.5182,15665.1647,0.979722748
420034302005,Block Group 5,8728.032524,15342.23641,0.568889195
420034311001,Block Group 1,29960.28777,24229.24716,1.236533994
420034311002,Block Group 2,28178.10924,26790.15321,1.051808439
420034314001,Block Group 1,34981.74891,30263.54367,1.155903925
420034315001,Block Group 1,15347.69518,8817.415676,1.740611506
420034315002,Block Group 2,19487.04832,10075.66614,1.934070467
420034315003,Block Group 3,17370.6444,10315.85551,1.683878219
420034315004,Block Group 4,20373.37271,19572.60108,1.040912888
420034323001,Block Group 1,20848.95321,24350.69673,0.856195346
420034323002,Block Group 2,18074.59302,11228.81012,1.609662361
420034324001,Block Group 1,14849.36853,11381.4842,1.304695264
420034324002,Block Group 2,18990.74986,12743.56873,1.490222266
420034324003,Block Group 3,26335.95285,14337.82072,1.836817001
420034340001,Block Group 1,21575.83329,23150.43056,0.931984104
420034340002,Block Group 2,35153.57118,21694.36598,1.620400947
420034350001,Block Group 1,25917.50276,39465.7673,0.656708447
420034350002,Block Group 2,25718.28302,31305.24022,0.821532844
420034370001,Block Group 1,67228.44208,162622.2157,0.413402571
420034370002,Block Group 2,34462.24687,95126.54297,0.362277928
420034390001,Block Group 1,2610.489701,139225.0726,0.018750141
420034455001,Block Group 1,31727.03861,25294.93645,1.25428418
420034455002,Block Group 2,61104.77207,43391.3985,1.408223155
420034455003,Block Group 3,52790.83537,32765.13455,1.611189336
420034460001,Block Group 1,30270.79851,43885.50301,0.68976761
420034460002,Block Group 2,36221.15814,34738.14712,1.042691137
420034470001,Block Group 1,20577.18953,46059.76411,0.446749781
420034480001,Block Group 1,32520.43655,75549.54908,0.430451762
420034490001,Block Group 1,14643.09271,98937.48725,0.148003483
420034507001,Block Group 1,39578.07904,36076.85138,1.097049147
420034507002,Block Group 2,39655.03146,43316.22914,0.915477461
420034508001,Block Group 1,39075.03717,25593.7118,1.526743658
420034508002,Block Group 2,20713.91116,8622.935401,2.402187909
420034508003,Block Group 3,10133.95522,14792.18229,0.685088584
420034511011,Block Group 1,60334.87859,71635.34157,0.84225017
420034511012,Block Group 2,12967.16415,54685.9669,0.237120506
420034511021,Block Group 1,28140.39153,46760.06423,0.601803954
420034511022,Block Group 2,8779.872597,20698.83856,0.424172234
420034511023,Block Group 3,48558.42411,36476.23353,1.331234599
420034511041,Block Group 1,96877.80125,84790.08714,1.142560463
420034511042,Block Group 2,11689.43946,14276.87664,0.81876728
420034511051,Block Group 1,33176.0981,53171.48326,0.623945319
420034511052,Block Group 2,11406.25112,28138.40691,0.405362363
420034511053,Block Group 3,35220.72883,38769.60075,0.90846251
420034513001,Block Group 1,99783.00092,244145.1789,0.408703548
420034513002,Block Group 2,,33396.33959,0
420034513003,Block Group 3,26018.67573,34457.42672,0.755096309
420034513004,Block Group 4,26365.08565,37093.15001,0.710780444
420034520001,Block Group 1,25543.93253,167797.8156,0.152230424
420034520002,Block Group 2,77353.28439,81350.57215,0.950863434
420034520003,Block Group 3,31817.83329,100621.0984,0.316214331
420034520004,Block Group 4,46789.66325,293399.7997,0.15947408
420034530031,Block Group 1,18504.56672,127121.0033,0.145566557
420034530032,Block Group 2,5045.950906,28834.08838,0.174999495
420034530041,Block Group 1,17599.44432,39642.444,0.443954573
420034530042,Block Group 2,12652.0458,35038.6415,0.361088366
420034530043,Block Group 3,44719.60757,58069.63634,0.770103111
420034530044,Block Group 4,491.6644514,10308.61245,0.047694532
420034550001,Block Group 1,19719.97072,43050.16871,0.458069534
420034560011,Block Group 1,26121.17203,149049.7987,0.175251307
420034560012,Block Group 2,18858.40126,106870.1552,0.176460876
420034560031,Block Group 1,7512.692256,108950.4995,0.068955097
420034560032,Block Group 2,18158.41931,67078.42211,0.27070433
420034560033,Block Group 3,51756.67605,136776.8321,0.37840236
420034560041,Block Group 1,11859.01677,70497.65668,0.168218595
420034560042,Block Group 2,10375.56408,53703.04002,0.193202546
420034571001,Block Group 1,7339.045738,25342.70286,0.289592068
420034571002,Block Group 2,17898.00652,16313.68858,1.097115863
420034572001,Block Group 1,149.0680747,16878.35329,0.008831909
420034572002,Block Group 2,3920.996296,21957.96155,0.17856832
420034572003,Block Group 3,15929.34963,33739.58289,0.472126454
420034572004,Block Group 4,20557.49032,19486.33344,1.054969648
420034580001,Block Group 1,5710.885387,34048.86496,0.16772616
420034580002,Block Group 2,90114.02333,203700.1727,0.442385601
420034580003,Block Group 3,22281.93956,126457.1827,0.176201455
420034580004,Block Group 4,613.4127696,78060.39227,0.007858182
420034591011,Block Group 1,10646.69285,78179.18595,0.136183214
420034591021,Block Group 1,32507.65798,60687.77715,0.535654122
420034591022,Block Group 2,16424.4446,38517.04146,0.426420202
420034591023,Block Group 3,27873.92098,67422.30108,0.413422867
420034592011,Block Group 1,15086.59883,100586.4835,0.149986343
420034592012,Block Group 2,70322.18447,99374.4235,0.707648729
420034592013,Block Group 3,56683.40909,87253.16269,0.649643031
420034592014,Block Group 4,7120.250299,33696.95991,0.211302453
420034592021,Block Group 1,13398.34054,7223.382058,1.854856967
420034600011,Block Group 1,12519.67881,85435.70993,0.146539179
420034600012,Block Group 2,5703.553276,39367.51419,0.144879691
420034600021,Block Group 1,14598.49378,53396.42076,0.273398358
420034600022,Block Group 2,11303.41947,48080.21491,0.235095028
420034600023,Block Group 3,2387.816741,16729.39127,0.142731837
420034610001,Block Group 1,28446.73488,79136.6407,0.359463513
420034621001,Block Group 1,22497.7888,25133.87724,0.895118115
420034621002,Block Group 2,580.7856417,25949.10784,0.022381719
420034621003,Block Group 3,26443.7932,39102.2498,0.676272934
420034626001,Block Group 1,19379.00042,14809.89828,1.308516781
420034626002,Block Group 2,16321.2558,15574.22184,1.047966054
420034626003,Block Group 3,14346.55568,9765.431558,1.469116403
420034626004,Block Group 4,25730.02262,23158.7183,1.111029647
420034639001,Block Group 1,20991.45039,23514.40187,0.892706117
420034639002,Block Group 2,17815.10317,15704.8913,1.134366538
420034639003,Block Group 3,15475.65399,10610.98567,1.458455836
420034643001,Block Group 1,24115.2225,30714.98361,0.785128939
420034643002,Block Group 2,17309.79985,11439.93786,1.513102611
420034643003,Block Group 3,16875.89776,12040.53066,1.401590863
420034643004,Block Group 4,13575.18367,12326.6131,1.101290643
420034644001,Block Group 1,13118.28915,8889.257042,1.475746408
420034644002,Block Group 2,23135.60415,18920.74764,1.22276374
420034644003,Block Group 3,31522.63321,23044.35197,1.367911463
420034644004,Block Group 4,30677.9023,24082.52374,1.273865756
420034656001,Block Group 1,21139.48588,21435.46533,0.986192068
420034656002,Block Group 2,35910.77837,25378.50612,1.415007574
420034658001,Block Group 1,34979.43152,45955.16548,0.761164303
420034658002,Block Group 2,28496.79512,20704.19889,1.376377578
420034658003,Block Group 3,17586.21587,28888.2037,0.608768065
420034687001,Block Group 1,29803.35003,52631.1651,0.566268103
420034687002,Block Group 2,15179.6329,14616.78027,1.038507292
420034688001,Block Group 1,17115.11517,13667.37747,1.25226037
420034688002,Block Group 2,19262.10952,19561.30871,0.984704542
420034688003,Block Group 3,13687.57218,18708.70568,0.731615132
420034689001,Block Group 1,27328.28645,40160.71011,0.680473188
420034689002,Block Group 2,12879.45154,30205.18124,0.42639875
420034689003,Block Group 3,22933.14413,15863.48234,1.445656359
420034690001,Block Group 1,8915.92079,21262.19023,0.41933219
420034690002,Block Group 2,15751.01628,46536.60694,0.338465078
420034690003,Block Group 3,38665.22662,81863.76328,0.472311864
420034703001,Block Group 1,8153.531532,45382.6346,0.179661926
420034703002,Block Group 2,24330.7277,49719.56104,0.489359262
420034704001,Block Group 1,4494.574345,18362.66066,0.244767054
420034704002,Block Group 2,1287.3379,19069.39199,0.067508073
420034704003,Block Group 3,1611.433953,25664.62878,0.062788126
420034705011,Block Group 1,14223.02743,19396.62651,0.733273253
420034705012,Block Group 2,19572.51895,25764.26984,0.759676834
420034705021,Block Group 1,5132.786276,21662.58436,0.236942471
420034705022,Block Group 2,2052.08533,19279.76631,0.106437251
420034706001,Block Group 1,29296.42305,32812.88309,0.892832945
420034706002,Block Group 2,14473.93522,18136.76744,0.798043823
420034706003,Block Group 3,10576.1132,5918.067016,1.787089125
420034710001,Block Group 1,31042.38246,37155.0688,0.835481765
420034721001,Block Group 1,30031.12765,16871.37093,1.78000518
420034721002,Block Group 2,19516.36273,10505.49392,1.857729191
420034722001,Block Group 1,18015.6447,11396.16124,1.580852036
420034722002,Block Group 2,13213.03635,13463.34841,0.98140789
420034722003,Block Group 3,26345.08836,11907.90647,2.212403031
420034723001,Block Group 1,12069.99491,6431.842964,1.876599752
420034723002,Block Group 2,12375.22587,7051.669714,1.75493555
420034723003,Block Group 3,8608.895026,5567.318446,1.546327035
420034724001,Block Group 1,22823.95257,16716.91739,1.365320654
420034724002,Block Group 2,17717.91683,14718.97307,1.203746806
420034731001,Block Group 1,28194.88143,22298.69212,1.264418616
420034731002,Block Group 2,19249.08415,13844.34688,1.390393084
420034731003,Block Group 3,22598.1432,16216.99079,1.393485604
420034731004,Block Group 4,19144.081,8667.363744,2.208754769
420034731005,Block Group 5,18400.64745,6850.291316,2.686111671
420034732001,Block Group 1,20100.23913,10988.02905,1.82928522
420034732002,Block Group 2,21385.55845,13429.82205,1.592393285
420034732003,Block Group 3,26552.11867,14393.40771,1.844741648
420034733001,Block Group 1,29959.8685,22632.30046,1.32376594
420034733002,Block Group 2,33701.60364,23728.35098,1.420309555
420034733003,Block Group 3,14081.18286,25699.81044,0.547909989
420034733004,Block Group 4,20171.33773,16121.05521,1.251241775
420034733005,Block Group 5,11468.53783,7022.905742,1.633018903
420034734011,Block Group 1,18937.931,17503.07605,1.081977302
420034734012,Block Group 2,14463.39702,7701.077135,1.878100527
420034734013,Block Group 3,24781.06953,9727.862356,2.547432172
420034734014,Block Group 4,36971.41911,27141.11097,1.362192548
420034734021,Block Group 1,23568.26063,25393.96049,0.928104958
420034734022,Block Group 2,17397.28239,10654.19978,1.632903714
420034734023,Block Group 3,28896.65091,32238.0212,0.896353121
420034735001,Block Group 1,34930.9002,23162.70388,1.508066605
420034735002,Block Group 2,20775.3818,18894.77755,1.099530373
420034735003,Block Group 3,45228.9538,34181.92534,1.32318333
420034736011,Block Group 1,16811.24413,25982.36809,0.647025093
420034736012,Block Group 2,43722.33131,22625.68166,1.932420511
420034736013,Block Group 3,18535.39267,20585.59621,0.900405919
420034736021,Block Group 1,7777.89411,16602.68304,0.468472119
420034736022,Block Group 2,38010.04486,38352.5406,0.991069803
420034736023,Block Group 3,7774.141263,11013.92174,0.705846786
420034736024,Block Group 4,13981.34162,5757.406667,2.4284096
420034741011,Block Group 1,4716.787982,50751.49727,0.092938893
420034741012,Block Group 2,37334.08175,50096.63471,0.745241311
420034741021,Block Group 1,64596.47951,91578.61282,0.705366434
420034741022,Block Group 2,1819.735583,50682.55849,0.035904572
420034742011,Block Group 1,6421.891887,71561.77873,0.089739132
420034742021,Block Group 1,20742.24747,68571.35628,0.302491428
420034742022,Block Group 2,25628.94939,65051.1383,0.393981567
420034742031,Block Group 1,381.7188376,34493.85497,0.011066285
420034742032,Block Group 2,3079.685,32392.49814,0.09507402
420034742033,Block Group 3,13270.89484,58727.37904,0.22597458
420034751011,Block Group 1,2734.593566,23261.72449,0.117557646
420034751012,Block Group 2,1562.157906,23513.30375,0.066437193
420034751013,Block Group 3,10702.33029,31672.09901,0.337910357
420034751014,Block Group 4,32627.36756,25711.19687,1.268994505
420034751021,Block Group 1,27791.27724,56674.44002,0.490367037
420034752001,Block Group 1,315.001695,22939.88809,0.013731614
420034752002,Block Group 2,18606.54497,36196.38422,0.5140443
420034752003,Block Group 3,1147.553795,24834.28235,0.046208454
420034752004,Block Group 4,9311.209767,44275.16049,0.210303241
420034753011,Block Group 1,9726.208233,17918.3146,0.542808208
420034753012,Block Group 2,2666.688099,15233.82675,0.175050442
420034753013,Block Group 3,5333.145091,53808.32126,0.099113761
420034753014,Block Group 4,10219.55329,20355.54346,0.502052589
420034753031,Block Group 1,4038.58776,35380.19808,0.114148252
420034753032,Block Group 2,1568.894559,23091.04371,0.067943856
420034753033,Block Group 3,4357.293698,19682.42484,0.221379923
420034753041,Block Group 1,2771.72226,15765.35695,0.175810942
420034753042,Block Group 2,26027.63456,37856.73,0.68752992
420034753043,Block Group 3,5055.278949,23442.3518,0.215647261
420034753044,Block Group 4,6041.107516,33489.6798,0.180387139
420034754011,Block Group 1,16061.0844,48746.00292,0.329485157
420034754012,Block Group 2,12614.94374,49213.07136,0.256333193
420034754013,Block Group 3,25723.13589,56657.46939,0.45401138
420034754021,Block Group 1,3020.956489,46387.88115,0.06512383
420034754022,Block Group 2,3943.614871,42230.15895,0.093383851
420034761001,Block Group 1,508.9021536,8993.179318,0.056587569
420034761002,Block Group 2,3497.48719,19087.55357,0.183233916
420034761003,Block Group 3,12467.29469,25270.14104,0.493360709
420034761004,Block Group 4,20251.07311,22742.34097,0.890456842
420034761005,Block Group 5,12022.51107,15188.76445,0.791539767
420034762001,Block Group 1,6113.738512,13789.45895,0.44336319
420034762002,Block Group 2,2572.423523,33165.63531,0.07756292
420034762003,Block Group 3,118.7264186,20911.75099,0.005677498
420034771001,Block Group 1,3173.947961,28842.8943,0.110042631
420034771002,Block Group 2,2477.032126,24079.14166,0.10287045
420034771003,Block Group 3,2712.950758,20156.37666,0.134595161
420034772001,Block Group 1,232.0072451,22780.15618,0.01018462
420034772002,Block Group 2,,17845.52069,0
420034772003,Block Group 3,2520.666604,28523.49947,0.088371576
420034772004,Block Group 4,3158.088887,20348.32457,0.155201421
420034773001,Block Group 1,4122.555481,13035.51707,0.316255616
420034773002,Block Group 2,2438.601153,247.1673947,9.866192729
420034773003,Block Group 3,3782.210902,27666.6859,0.136706323
420034773004,Block Group 4,3578.113041,30133.24064,0.118743055
420034773005,Block Group 5,3632.329525,40214.12644,0.090324715
420034781001,Block Group 1,19365.79359,15843.3435,1.22232997
420034781002,Block Group 2,15051.35109,16081.13485,0.935963241
420034781003,Block Group 3,23984.23689,25640.19562,0.935415519
420034781004,Block Group 4,13091.55439,9799.09893,1.335995736
420034782001,Block Group 1,24828.73206,24422.31288,1.016641306
420034782002,Block Group 2,29949.89355,49567.15936,0.604228564
420034782003,Block Group 3,36638.99504,18451.29618,1.985713886
420034790001,Block Group 1,2189.162697,17410.57253,0.125737548
420034790002,Block Group 2,643.9395576,14876.59949,0.0432854
420034801011,Block Group 1,420.7972688,19233.09127,0.021878816
420034801012,Block Group 2,422.2333152,30332.45638,0.013920182
420034801013,Block Group 3,14771.22887,10483.35955,1.409016719
420034801014,Block Group 4,24804.99244,25020.54336,0.991385042
420034801021,Block Group 1,1280.77379,14736.07134,0.086914196
420034801022,Block Group 2,175.2557292,14345.39894,0.01221686
420034801023,Block Group 3,3222.763374,18726.41053,0.17209723
420034802001,Block Group 1,704.2333449,42790.39932,0.016457742
420034802002,Block Group 2,133.8513941,12181.36926,0.010988206
420034802003,Block Group 3,2255.515795,24213.81558,0.093149953
420034803001,Block Group 1,4525.407797,21397.13197,0.211495999
420034803002,Block Group 2,9852.223454,28614.45613,0.344309303
420034803003,Block Group 3,4097.515002,9848.583045,0.416051221
420034803004,Block Group 4,5186.221436,13550.84382,0.382723136
420034804001,Block Group 1,2511.581945,34602.35027,0.072584143
420034804002,Block Group 2,1591.778452,29694.23137,0.053605646
420034804003,Block Group 3,4403.94508,26050.41967,0.169054669
420034804004,Block Group 4,870.1742253,20507.10421,0.042432818
420034810001,Block Group 1,22359.96418,14358.12178,1.557304257
420034810002,Block Group 2,18962.15375,13673.84825,1.386745955
420034810003,Block Group 3,19230.92342,13540.90573,1.420209534
420034810004,Block Group 4,14019.45171,10241.8316,1.36884224
420034825001,Block Group 1,44095.5408,74041.7446,0.595549727
420034838001,Block Group 1,15015.95166,14872.32486,1.00965732
420034838002,Block Group 2,72044.6177,29957.92162,2.404860344
420034838003,Block Group 3,26513.65349,13517.94038,1.961367837
420034843001,Block Group 1,41216.04262,54568.66936,0.755305986
420034843002,Block Group 2,11124.80099,6754.66632,1.646980097
420034843003,Block Group 3,33932.49684,14396.06759,2.35706707
420034845001,Block Group 1,15800.78981,39489.40207,0.40012735
420034845002,Block Group 2,10976.72591,17959.61234,0.611189468
420034845003,Block Group 3,24198.82225,21750.99203,1.112538785
420034845004,Block Group 4,33115.44008,26418.95054,1.253472958
420034846001,Block Group 1,10210.99234,7635.603908,1.337286803
420034846002,Block Group 2,16739.20345,16489.51939,1.015141985
420034846003,Block Group 3,14672.02712,21931.74558,0.668985835
420034850001,Block Group 1,31730.65239,38633.35292,0.821327946
420034867001,Block Group 1,36737.42472,45950.73607,0.799495892
420034867002,Block Group 2,20686.74839,16576.33179,1.247969011
420034868001,Block Group 1,39409.94044,25139.36918,1.567658288
420034868002,Block Group 2,19585.97755,19471.62781,1.005872634
420034869001,Block Group 1,11190.4112,19853.4848,0.563649722
420034869002,Block Group 2,15545.86301,25227.04206,0.616238042
420034869003,Block Group 3,10919.32784,7373.610764,1.480865777
420034870001,Block Group 1,4418.939042,26455.96835,0.167029949
420034870002,Block Group 2,40294.16815,58732.4982,0.686062561
420034881001,Block Group 1,451.6744763,36591.32431,0.012343759
420034881002,Block Group 2,229.3462964,29202.1057,0.007853759
420034882001,Block Group 1,16257.55361,41617.48802,0.390642357
420034882002,Block Group 2,4119.524883,20381.87066,0.202117114
420034882003,Block Group 3,3631.488585,24603.97704,0.147597625
420034883001,Block Group 1,10876.42457,80001.68583,0.135952442
420034884001,Block Group 1,1681.453811,35739.29969,0.047047755
420034884002,Block Group 2,9397.222155,25906.40776,0.362737368
420034884003,Block Group 3,13070.10319,10621.89937,1.230486445
420034884004,Block Group 4,10359.65263,36839.74546,0.281208583
420034885001,Block Group 1,354.2697028,25235.61428,0.014038481
420034885002,Block Group 2,6759.284639,80343.04878,0.084130298
420034885003,Block Group 3,3780.29569,25313.15168,0.14934117
420034886001,Block Group 1,639.6376357,10899.00386,0.058687715
420034886002,Block Group 2,3490.548577,25948.78137,0.134516859
420034886003,Block Group 3,27749.23143,106956.5299,0.259444014
420034886004,Block Group 4,4095.938703,37684.33357,0.108690756
420034890011,Block Group 1,5425.885625,17807.41076,0.304698179
420034890012,Block Group 2,10346.35193,35801.23319,0.288994289
420034890013,Block Group 3,12723.69861,46507.62129,0.273583087
420034890021,Block Group 1,6772.204164,17672.72068,0.383200996
420034890022,Block Group 2,3358.298363,24245.50246,0.13851222
420034890023,Block Group 3,3154.014469,27263.03422,0.115688314
420034890024,Block Group 4,646.1762233,7727.321201,0.083622281
420034900021,Block Group 1,853.536391,21792.3333,0.03916682
420034900022,Block Group 2,4134.152091,40271.93861,0.1026559
420034900023,Block Group 3,1060.752019,56064.86482,0.018920085
420034900024,Block Group 4,,30160.65627,0
420034900025,Block Group 5,271.0486147,15311.65329,0.017702113
420034900031,Block Group 1,15855.43126,56472.90362,0.28076175
420034900032,Block Group 2,3812.370874,33779.53828,0.112860361
420034900033,Block Group 3,224.385919,31412.87121,0.00714312
420034900041,Block Group 1,8919.816293,37800.97816,0.23596787
420034900042,Block Group 2,1678.392167,71908.71632,0.023340594
420034900043,Block Group 3,829.9727129,20427.16943,0.040630823
420034911011,Block Group 1,6561.731991,98722.06355,0.066466722
420034911012,Block Group 2,13374.09816,166843.5392,0.080159521
420034912001,Block Group 1,21125.96539,117617.9444,0.179615156
420034927001,Block Group 1,25183.30404,36643.75961,0.687246732
420034927002,Block Group 2,21386.47475,32778.08011,0.652462703
420034927003,Block Group 3,29525.99286,16357.94004,1.804994565
420034928001,Block Group 1,47131.31428,32485.20806,1.450854623
420034928002,Block Group 2,45160.54591,40682.8457,1.110063594
420034929001,Block Group 1,16970.39248,39635.28755,0.428163728
420034929002,Block Group 2,17195.64747,10129.95624,1.697504615
420034940001,Block Group 1,26671.94477,58546.9987,0.455564681
420034950001,Block Group 1,2310.27998,238935.6343,0.009669047
420034950002,Block Group 2,66.26952513,230111.2707,0.000287989
420034961011,Block Group 1,2495.192686,64157.88128,0.038891445
420034961012,Block Group 2,94.97517582,88529.16039,0.001072812
420034961021,Block Group 1,4215.589034,90407.40134,0.046628804
420034961022,Block Group 2,759.5276007,66338.497,0.011449274
420034961023,Block Group 3,541.1083704,130538.7055,0.004145195
420034962001,Block Group 1,,62031.01675,0
420034962002,Block Group 2,932.7380287,26963.223,0.034592972
420034962003,Block Group 3,4928.378691,70711.48091,0.069697009
420034962004,Block Group 4,3134.366561,25156.30054,0.124595688
420034962005,Block Group 5,379.2118845,25212.20102,0.015040808
420034970001,Block Group 1,337.3142941,58866.05309,0.005730201
420034980001,Block Group 1,4311.384186,34850.37542,0.123711269
420034980002,Block Group 2,13927.59263,45625.59624,0.305258315
420034993001,Block Group 1,15883.69902,15280.2624,1.039491247
420034993002,Block Group 2,8789.197607,35889.21838,0.244897995
420034994001,Block Group 1,15866.78402,26239.0016,0.604702277
420034994002,Block Group 2,15011.84288,9055.773064,1.657709703
420034994003,Block Group 3,24916.60048,12433.82944,2.003936165
420035003001,Block Group 1,30307.70911,56016.54209,0.541049268
420035003002,Block Group 2,3220.289354,19605.27045,0.164256309
420035003003,Block Group 3,12147.11819,24850.34161,0.488810914
420035003004,Block Group 4,5568.018733,13471.92508,0.413305352
420035010001,Block Group 1,29089.71781,52347.52016,0.555703837
420035030021,Block Group 1,2884.870323,45043.1125,0.064046869
420035030022,Block Group 2,13914.72315,35204.76815,0.395251095
420035030023,Block Group 3,108.926743,33325.45201,0.003268575
420035030024,Block Group 4,5009.055059,23732.14271,0.211066279
420035030025,Block Group 5,13299.89545,43733.13913,0.304114813
420035041001,Block Group 1,4980.620553,30822.01283,0.161592969
420035041002,Block Group 2,7429.795434,48503.63475,0.153180179
420035041003,Block Group 3,4166.553239,34578.33194,0.120496074
420035041004,Block Group 4,6486.765218,56039.3292,0.115753798
420035041005,Block Group 5,2249.86016,29514.35956,0.07622934
420035070001,Block Group 1,11626.50642,31508.14634,0.369000013
420035070002,Block Group 2,26387.33117,31593.57508,0.835211941
420035080001,Block Group 1,29761.54605,38464.66974,0.773737205
420035080002,Block Group 2,34002.7671,30160.26992,1.127402612
420035094001,Block Group 1,24983.32444,21331.80605,1.171177179
420035094002,Block Group 2,27199.47707,19551.49061,1.391171528
420035094003,Block Group 3,13550.32903,19009.60049,0.712815034
420035094004,Block Group 4,31188.54781,36312.60376,0.858890429
420035094005,Block Group 5,29600.47046,46275.93236,0.63965152
420035100001,Block Group 1,29065.49849,35862.03872,0.81048093
420035100002,Block Group 2,19212.39318,14299.37497,1.343582724
420035120001,Block Group 1,17891.44634,23317.43429,0.7672991
420035120002,Block Group 2,28705.26202,38237.1254,0.750717051
420035128001,Block Group 1,40536.74259,45109.6529,0.89862679
420035129001,Block Group 1,10777.71577,11734.62821,0.918453962
420035129002,Block Group 2,16409.14222,13138.38129,1.248947024
420035138001,Block Group 1,19315.43416,13189.29051,1.464478635
420035138002,Block Group 2,44337.20268,28375.14504,1.562536601
420035138003,Block Group 3,18352.19304,19004.55918,0.965673177
420035140001,Block Group 1,25523.21844,21006.08315,1.215039389
420035140002,Block Group 2,33070.16632,21883.65408,1.511181185
420035151001,Block Group 1,7771.072811,17595.44822,0.44165245
420035151002,Block Group 2,31261.46095,39895.76167,0.783578497
420035151003,Block Group 3,14309.54743,10957.06023,1.305965937
420035152001,Block Group 1,12231.81545,15060.71585,0.812166936
420035152002,Block Group 2,22810.86873,13492.08848,1.690684787
420035153001,Block Group 1,20933.2553,14955.48202,1.399704488
420035153002,Block Group 2,21459.36836,16251.96285,1.320417021
420035154011,Block Group 1,23451.88272,13399.88394,1.750155659
420035154012,Block Group 2,9242.655402,3893.34482,2.373962706
420035154013,Block Group 3,19460.35932,12351.79271,1.575508898
420035161001,Block Group 1,45527.61954,28837.03512,1.578789891
420035162001,Block Group 1,26761.91364,25342.2094,1.056021329
420035162002,Block Group 2,20707.50923,10498.10014,1.972500639
420035170001,Block Group 1,3678.079937,21963.72185,0.167461597
420035170002,Block Group 2,8441.827548,42514.46405,0.198563659
420035180011,Block Group 1,7047.884956,36433.4024,0.193445698
420035180012,Block Group 2,22339.49642,29603.8868,0.754613628
420035180013,Block Group 3,22078.94253,33512.29369,0.658831136
420035190001,Block Group 1,4754.871193,61579.45263,0.077215223
420035190002,Block Group 2,20973.09923,43085.01829,0.486784039
420035190003,Block Group 3,1181.298155,25933.61871,0.045550841
420035200011,Block Group 1,30686.26277,69100.27745,0.444083062
420035200012,Block Group 2,9769.044559,40842.67661,0.239187178
420035200021,Block Group 1,9216.647693,35589.32359,0.258972264
420035200022,Block Group 2,12052.35622,31889.36867,0.377942767
420035200023,Block Group 3,3505.571655,10621.62005,0.330041146
420035211001,Block Group 1,12339.95486,32758.26098,0.376697495
420035211002,Block Group 2,2683.589796,42566.58653,0.063044515
420035211003,Block Group 3,12807.61492,59305.77302,0.215958991
420035212001,Block Group 1,24748.47031,40600.16061,0.609565823
420035212002,Block Group 2,43817.92236,46707.86776,0.938127225
420035212003,Block Group 3,5543.377246,41268.85435,0.134323507
420035213011,Block Group 1,32956.84359,28332.66977,1.163209957
420035213012,Block Group 2,26752.21601,23379.67696,1.144250883
420035213013,Block Group 3,23163.11157,45283.95052,0.51150819
420035213014,Block Group 4,13928.12859,53420.95618,0.26072406
420035213021,Block Group 1,10323.78304,20679.11343,0.499237217
420035213022,Block Group 2,18870.35959,13089.79944,1.441608
420035213023,Block Group 3,9447.642087,60549.56809,0.156031536
420035213024,Block Group 4,4256.461762,52538.42065,0.081016173
420035214011,Block Group 1,31900.61606,78299.93909,0.407415592
420035214012,Block Group 2,6749.691459,39680.84878,0.170099473
420035214021,Block Group 1,14830.49109,44366.52692,0.334272077
420035214022,Block Group 2,35631.4175,28888.7571,1.233400848
420035214023,Block Group 3,1689.36921,33449.00699,0.050505811
420035215001,Block Group 1,9910.855671,80867.63123,0.122556523
420035215002,Block Group 2,19288.02907,55083.29925,0.350161108
420035215003,Block Group 3,6897.187888,33715.32606,0.204571294
420035220001,Block Group 1,13527.64444,19008.49494,0.7116631
420035220002,Block Group 2,24671.3316,15178.25837,1.6254389
420035220003,Block Group 3,10169.9049,21075.03269,0.482557017
420035231001,Block Group 1,1150.78475,77780.2417,0.014795335
420035231002,Block Group 2,,27142.38657,0
420035231003,Block Group 3,10737.05191,21972.30593,0.488662953
420035231004,Block Group 4,4130.779854,34463.58776,0.119859252
420035232001,Block Group 1,5782.924162,35008.92477,0.165184284
420035232002,Block Group 2,2252.91268,24096.12604,0.093496883
420035232003,Block Group 3,1496.391827,21868.28125,0.068427501
420035232004,Block Group 4,3504.508028,12856.0183,0.272596689
420035233001,Block Group 1,790.4043801,23964.4818,0.032982327
420035233002,Block Group 2,3067.718982,34550.13924,0.088790351
420035233003,Block Group 3,2102.746508,17059.42798,0.123260083
420035233004,Block Group 4,1185.223116,23661.79249,0.050090166
420035234001,Block Group 1,1088.379766,36189.39944,0.030074546
420035234002,Block Group 2,3400.265319,12984.29175,0.261875302
420035234003,Block Group 3,,12719.15508,0
420035234004,Block Group 4,5302.522396,11998.84943,0.441919238
420035234005,Block Group 5,5018.151216,12771.46265,0.392919069
420035234006,Block Group 6,14700.35498,17462.85796,0.841806937
420035235011,Block Group 1,1277.017713,47682.92256,0.026781448
420035235012,Block Group 2,7437.314403,30478.41583,0.244019061
420035235013,Block Group 3,12148.06518,27467.15021,0.44227614
